index,label
140,4
141,3
142,0
143,3
144,6
145,6
146,0
147,3
148,4
149,0
150,3
151,4
152,4
153,1
154,2
155,2
156,2
157,3
158,3
159,3
160,3
161,0
162,4
163,5
164,0
165,3
166,4
167,3
168,3
169,3
170,2
171,3
172,3
173,2
174,2
175,6
176,1
177,4
178,3
179,3
180,3
181,6
182,3
183,3
184,3
185,3
186,0
187,4
188,2
189,2
190,6
191,5
192,3
193,5
194,4
195,0
196,4
197,3
198,4
199,4
200,3
201,3
202,2
203,4
204,0
205,3
206,2
207,3
208,3
209,4
210,4
211,0
212,3
213,6
214,0
215,3
216,3
217,4
218,3
219,3
220,5
221,2
222,3
223,2
224,4
225,1
226,3
227,2
228,2
229,3
230,3
231,3
232,3
233,5
234,1
235,3
236,1
237,3
238,5
239,0
240,3
241,5
242,0
243,4
244,2
245,4
246,2
247,4
248,4
249,5
250,4
251,3
252,5
253,3
254,3
255,4
256,3
257,0
258,4
259,5
260,0
261,3
262,6
263,2
264,5
265,5
266,5
267,3
268,2
269,3
270,0
271,4
272,5
273,3
274,0
275,4
276,0
277,3
278,3
279,0
280,0
281,3
282,5
283,4
284,4
285,3
286,4
287,3
288,3
289,2
290,2
291,3
292,0
293,3
294,1
295,3
296,2
297,3
298,3
299,4
300,5
301,2
302,1
303,1
304,0
305,0
306,1
307,6
308,1
309,3
310,3
311,3
312,2
313,3
314,3
315,0
316,3
317,4
318,1
319,3
320,4
321,3
322,2
323,0
324,0
325,4
326,2
327,3
328,2
329,1
330,4
331,6
332,3
333,2
334,0
335,3
336,3
337,2
338,3
339,4
340,4
341,2
342,1
343,3
344,5
345,3
346,2
347,0
348,4
349,5
350,1
351,3
352,3
353,2
354,0
355,2
356,4
357,2
358,2
359,2
360,5
361,4
362,4
363,2
364,2
365,0
366,3
367,2
368,4
369,4
370,5
371,5
372,1
373,0
374,3
375,4
376,5
377,3
378,4
379,5
380,3
381,4
382,3
383,3
384,1
385,4
386,3
387,3
388,5
389,2
390,3
391,2
392,5
393,5
394,4
395,3
396,3
397,3
398,3
399,1
400,5
401,3
402,3
403,2
404,6
405,0
406,1
407,3
408,0
409,1
410,5
411,3
412,6
413,3
414,6
415,0
416,3
417,3
418,3
419,5
420,4
421,3
422,4
423,0
424,5
425,2
426,1
427,2
428,4
429,4
430,4
431,4
432,3
433,3
434,0
435,4
436,3
437,0
438,5
439,2
440,0
441,5
442,4
443,4
444,4
445,3
446,0
447,6
448,5
449,2
450,4
451,5
452,1
453,3
454,5
455,3
456,0
457,3
458,5
459,1
460,1
461,0
462,3
463,4
464,2
465,6
466,2
467,0
468,5
469,3
470,4
471,6
472,5
473,3
474,5
475,0
476,1
477,3
478,0
479,5
480,2
481,2
482,3
483,5
484,1
485,0
486,3
487,1
488,4
489,2
490,5
491,6
492,4
493,2
494,2
495,6
496,0
497,0
498,4
499,6
500,3
501,2
502,0
503,3
504,6
505,1
506,6
507,3
508,1
509,3
510,3
511,3
512,3
513,2
514,5
515,4
516,5
517,5
518,3
519,1
520,3
521,3
522,4
523,4
524,2
525,0
526,2
527,0
528,5
529,4
530,0
531,0
532,3
533,2
534,2
535,2
536,2
537,6
538,4
539,6
540,5
541,5
542,1
543,0
544,0
545,4
546,3
547,3
548,1
549,3
550,6
551,6
552,2
553,3
554,3
555,3
556,1
557,2
558,2
559,5
560,4
561,3
562,2
563,1
564,2
565,2
566,3
567,2
568,3
569,2
570,3
571,3
572,0
573,5
574,3
575,3
576,3
577,4
578,5
579,3
580,2
581,1
582,4
583,4
584,4
585,4
586,0
587,5
588,4
589,1
590,3
591,0
592,3
593,4
594,6
595,3
596,6
597,3
598,3
599,3
600,6
601,3
602,4
603,3
604,6
605,3
606,0
607,3
608,1
609,2
610,5
611,6
612,5
613,2
614,0
615,2
616,2
617,3
618,3
619,0
620,3
621,5
622,3
623,4
624,0
625,3
626,2
627,4
628,5
629,2
630,3
631,2
632,2
633,3
634,5
635,2
636,0
637,3
638,4
639,3
